Data_Referencia,Codi_Pais,Nom_Pais,Nombre_Vols
2024-01-01,1,Espanya,237
2024-01-01,2,Itàlia,92
2024-01-01,3,Regne Unit,78
2024-01-01,4,França,79
2024-01-01,5,Alemanya,55
2024-01-01,6,Portugal,36
2024-01-01,7,Països Baixos,34
2024-01-01,8,Suïssa,25
2024-01-01,9,Bèlgica,20
2024-01-01,10,Marroc,25
2024-01-01,11,Estats Units,15
2024-01-01,12,Àustria,10
2024-01-01,13,Irlanda,9
2024-01-01,14,Polònia,14
2024-01-01,15,Turquia,9
2024-01-01,16,Dinamarca,8
2024-01-01,17,Romania,6
2024-01-01,18,Grècia,8
2024-01-01,19,Suècia,10
2024-01-01,20,Emirats Àrabs Units,6
2024-01-01,21,Txèquia,8
2024-01-01,22,Hongria,8
2024-01-01,23,Qatar,5
2024-01-01,25,Noruega,2
2024-01-01,26,Algèria,2
2024-01-02,1,Espanya,242
2024-01-02,2,Itàlia,93
2024-01-02,3,Regne Unit,69
2024-01-02,4,França,66
2024-01-02,5,Alemanya,61
2024-01-02,6,Portugal,37
2024-01-02,7,Països Baixos,34
2024-01-02,8,Suïssa,21
2024-01-02,9,Bèlgica,23
2024-01-02,10,Marroc,20
2024-01-02,11,Estats Units,15
2024-01-02,12,Àustria,8
2024-01-02,13,Irlanda,13
2024-01-02,14,Polònia,12
2024-01-02,15,Turquia,9
2024-01-02,16,Dinamarca,6
2024-01-02,17,Romania,8
2024-01-02,18,Grècia,4
2024-01-02,19,Suècia,2
2024-01-02,20,Emirats Àrabs Units,6
2024-01-02,21,Txèquia,6
2024-01-02,22,Hongria,8
2024-01-02,23,Qatar,6
2024-01-02,25,Noruega,4
2024-01-02,26,Algèria,4
2024-01-03,1,Espanya,241
2024-01-03,2,Itàlia,103
2024-01-03,3,Regne Unit,80
2024-01-03,4,França,79
2024-01-03,5,Alemanya,53
2024-01-03,6,Portugal,38
2024-01-03,7,Països Baixos,28
2024-01-03,8,Suïssa,20
2024-01-03,9,Bèlgica,20
2024-01-03,10,Marroc,18
2024-01-03,11,Estats Units,14
2024-01-03,12,Àustria,10
2024-01-03,13,Irlanda,10
2024-01-03,14,Polònia,18
2024-01-03,15,Turquia,14
2024-01-03,16,Dinamarca,6
2024-01-03,17,Romania,14
2024-01-03,18,Grècia,6
2024-01-03,19,Suècia,6
2024-01-03,20,Emirats Àrabs Units,6
2024-01-03,21,Txèquia,10
2024-01-03,22,Hongria,8
2024-01-03,23,Qatar,6
2024-01-03,25,Noruega,2
2024-01-03,26,Algèria,4
2024-01-04,1,Espanya,243
2024-01-04,2,Itàlia,104
2024-01-04,3,Regne Unit,76
2024-01-04,4,França,67
2024-01-04,5,Alemanya,59
2024-01-04,6,Portugal,33
2024-01-04,7,Països Baixos,37
2024-01-04,8,Suïssa,23
2024-01-04,9,Bèlgica,16
2024-01-04,10,Marroc,18
2024-01-04,11,Estats Units,15
2024-01-04,12,Àustria,10
2024-01-04,13,Irlanda,14
2024-01-04,14,Polònia,18
2024-01-04,15,Turquia,9
2024-01-04,16,Dinamarca,6
2024-01-04,17,Romania,6
2024-01-04,18,Grècia,4
2024-01-04,19,Suècia,9
2024-01-04,20,Emirats Àrabs Units,6
2024-01-04,21,Txèquia,6
2024-01-04,22,Hongria,8
2024-01-04,23,Qatar,6
2024-01-04,25,Noruega,4
2024-01-04,26,Algèria,4
2024-01-05,1,Espanya,204
2024-01-05,2,Itàlia,106
2024-01-05,3,Regne Unit,65
2024-01-05,4,França,74
2024-01-05,5,Alemanya,60
2024-01-05,6,Portugal,37
2024-01-05,7,Països Baixos,28
2024-01-05,8,Suïssa,24
2024-01-05,9,Bèlgica,18
2024-01-05,10,Marroc,21
2024-01-05,11,Estats Units,13
2024-01-05,12,Àustria,14
2024-01-05,13,Irlanda,12
2024-01-05,14,Polònia,18
2024-01-05,15,Turquia,11
2024-01-05,16,Dinamarca,10
2024-01-05,17,Romania,6
2024-01-05,18,Grècia,4
2024-01-05,19,Suècia,10
2024-01-05,20,Emirats Àrabs Units,6
2024-01-05,21,Txèquia,5
2024-01-05,22,Hongria,6
2024-01-05,23,Qatar,6
2024-01-05,25,Noruega,2
2024-01-05,26,Algèria,4
2024-01-06,1,Espanya,185
2024-01-06,2,Itàlia,89
2024-01-06,3,Regne Unit,64
2024-01-06,4,França,46
2024-01-06,5,Alemanya,48
2024-01-06,6,Portugal,30
2024-01-06,7,Països Baixos,24
2024-01-06,8,Suïssa,22
2024-01-06,9,Bèlgica,12
2024-01-06,10,Marroc,23
2024-01-06,11,Estats Units,15
2024-01-06,12,Àustria,10
2024-01-06,13,Irlanda,10
2024-01-06,14,Polònia,12
2024-01-06,15,Turquia,9
2024-01-06,16,Dinamarca,4
2024-01-06,17,Romania,8
2024-01-06,18,Grècia,8
2024-01-06,19,Suècia,2
2024-01-06,20,Emirats Àrabs Units,6
2024-01-06,21,Txèquia,5
2024-01-06,22,Hongria,9
2024-01-06,23,Qatar,5
2024-01-06,26,Algèria,4
2024-01-07,1,Espanya,185
2024-01-07,2,Itàlia,92
2024-01-07,3,Regne Unit,71
2024-01-07,4,França,68
2024-01-07,5,Alemanya,58
2024-01-07,6,Portugal,32
2024-01-07,7,Països Baixos,29
2024-01-07,8,Suïssa,27
2024-01-07,9,Bèlgica,14
2024-01-07,10,Marroc,15
2024-01-07,11,Estats Units,16
2024-01-07,12,Àustria,12
2024-01-07,13,Irlanda,13
2024-01-07,14,Polònia,16
2024-01-07,15,Turquia,12
2024-01-07,16,Dinamarca,12
2024-01-07,17,Romania,12
2024-01-07,18,Grècia,6
2024-01-07,19,Suècia,6
2024-01-07,20,Emirats Àrabs Units,6
2024-01-07,21,Txèquia,6
2024-01-07,22,Hongria,8
2024-01-07,23,Qatar,6
2024-01-07,25,Noruega,4
2024-01-07,26,Algèria,4
2024-01-08,1,Espanya,204
2024-01-08,2,Itàlia,88
2024-01-08,3,Regne Unit,69
2024-01-08,4,França,73
2024-01-08,5,Alemanya,62
2024-01-08,6,Portugal,28
2024-01-08,7,Països Baixos,26
2024-01-08,8,Suïssa,22
2024-01-08,9,Bèlgica,18
2024-01-08,10,Marroc,25
2024-01-08,11,Estats Units,14
2024-01-08,12,Àustria,12
2024-01-08,13,Irlanda,10
2024-01-08,14,Polònia,14
2024-01-08,15,Turquia,12
2024-01-08,16,Dinamarca,6
2024-01-08,17,Romania,6
2024-01-08,18,Grècia,6
2024-01-08,19,Suècia,10
2024-01-08,20,Emirats Àrabs Units,6
2024-01-08,21,Txèquia,6
2024-01-08,22,Hongria,6
2024-01-08,23,Qatar,6
2024-01-08,25,Noruega,3
2024-01-08,26,Algèria,4
2024-01-09,1,Espanya,230
2024-01-09,2,Itàlia,85
2024-01-09,3,Regne Unit,54
2024-01-09,4,França,44
2024-01-09,5,Alemanya,53
2024-01-09,6,Portugal,26
2024-01-09,7,Països Baixos,32
2024-01-09,8,Suïssa,16
2024-01-09,9,Bèlgica,18
2024-01-09,10,Marroc,14
2024-01-09,11,Estats Units,11
2024-01-09,12,Àustria,8
2024-01-09,13,Irlanda,11
2024-01-09,14,Polònia,12
2024-01-09,15,Turquia,9
2024-01-09,16,Dinamarca,4
2024-01-09,17,Romania,8
2024-01-09,18,Grècia,6
2024-01-09,19,Suècia,2
2024-01-09,20,Emirats Àrabs Units,7
2024-01-09,21,Txèquia,4
2024-01-09,22,Hongria,6
2024-01-09,23,Qatar,6
2024-01-09,25,Noruega,2
2024-01-09,26,Algèria,4
2024-01-10,1,Espanya,237
2024-01-10,2,Itàlia,76
2024-01-10,3,Regne Unit,55
2024-01-10,4,França,48
2024-01-10,5,Alemanya,46
2024-01-10,6,Portugal,30
2024-01-10,7,Països Baixos,24
2024-01-10,8,Suïssa,13
2024-01-10,9,Bèlgica,18
2024-01-10,10,Marroc,12
2024-01-10,11,Estats Units,12
2024-01-10,12,Àustria,6
2024-01-10,13,Irlanda,10
2024-01-10,14,Polònia,14
2024-01-10,15,Turquia,13
2024-01-10,16,Dinamarca,6
2024-01-10,17,Romania,15
2024-01-10,18,Grècia,6
2024-01-10,19,Suècia,6
2024-01-10,20,Emirats Àrabs Units,6
2024-01-10,21,Txèquia,4
2024-01-10,22,Hongria,4
2024-01-10,23,Qatar,6
2024-01-10,25,Noruega,1
2024-01-10,26,Algèria,4
2024-01-11,1,Espanya,238
2024-01-11,2,Itàlia,89
2024-01-11,3,Regne Unit,54
2024-01-11,4,França,50
2024-01-11,5,Alemanya,46
2024-01-11,6,Portugal,24
2024-01-11,7,Països Baixos,32
2024-01-11,8,Suïssa,15
2024-01-11,9,Bèlgica,14
2024-01-11,10,Marroc,13
2024-01-11,11,Estats Units,11
2024-01-11,12,Àustria,6
2024-01-11,13,Irlanda,10
2024-01-11,14,Polònia,16
2024-01-11,15,Turquia,9
2024-01-11,16,Dinamarca,4
2024-01-11,17,Romania,6
2024-01-11,18,Grècia,4
2024-01-11,19,Suècia,4
2024-01-11,20,Emirats Àrabs Units,6
2024-01-11,21,Txèquia,6
2024-01-11,22,Hongria,8
2024-01-11,23,Qatar,6
2024-01-11,25,Noruega,4
2024-01-11,26,Algèria,4
2024-01-12,1,Espanya,259
2024-01-12,2,Itàlia,96
2024-01-12,3,Regne Unit,67
2024-01-12,4,França,61
2024-01-12,5,Alemanya,59
2024-01-12,6,Portugal,34
2024-01-12,7,Països Baixos,34
2024-01-12,8,Suïssa,19
2024-01-12,9,Bèlgica,16
2024-01-12,10,Marroc,17
2024-01-12,11,Estats Units,11
2024-01-12,12,Àustria,14
2024-01-12,13,Irlanda,12
2024-01-12,14,Polònia,18
2024-01-12,15,Turquia,11
2024-01-12,16,Dinamarca,8
2024-01-12,17,Romania,6
2024-01-12,18,Grècia,4
2024-01-12,19,Suècia,7
2024-01-12,20,Emirats Àrabs Units,6
2024-01-12,21,Txèquia,6
2024-01-12,22,Hongria,6
2024-01-12,23,Qatar,6
2024-01-12,25,Noruega,2
2024-01-12,26,Algèria,4
2024-01-13,1,Espanya,203
2024-01-13,2,Itàlia,80
2024-01-13,3,Regne Unit,58
2024-01-13,4,França,39
2024-01-13,5,Alemanya,36
2024-01-13,6,Portugal,25
2024-01-13,7,Països Baixos,26
2024-01-13,8,Suïssa,15
2024-01-13,9,Bèlgica,8
2024-01-13,10,Marroc,21
2024-01-13,11,Estats Units,10
2024-01-13,12,Àustria,10
2024-01-13,13,Irlanda,10
2024-01-13,14,Polònia,12
2024-01-13,15,Turquia,10
2024-01-13,16,Dinamarca,2
2024-01-13,17,Romania,8
2024-01-13,18,Grècia,6
2024-01-13,19,Suècia,2
2024-01-13,20,Emirats Àrabs Units,6
2024-01-13,21,Txèquia,4
2024-01-13,22,Hongria,8
2024-01-13,23,Qatar,6
2024-01-13,26,Algèria,4
2024-01-14,1,Espanya,224
2024-01-14,2,Itàlia,87
2024-01-14,3,Regne Unit,71
2024-01-14,4,França,57
2024-01-14,5,Alemanya,52
2024-01-14,6,Portugal,28
2024-01-14,7,Països Baixos,34
2024-01-14,8,Suïssa,19
2024-01-14,9,Bèlgica,12
2024-01-14,10,Marroc,16
2024-01-14,11,Estats Units,11
2024-01-14,12,Àustria,11
2024-01-14,13,Irlanda,14
2024-01-14,14,Polònia,16
2024-01-14,15,Turquia,12
2024-01-14,16,Dinamarca,10
2024-01-14,17,Romania,10
2024-01-14,18,Grècia,6
2024-01-14,19,Suècia,4
2024-01-14,20,Emirats Àrabs Units,6
2024-01-14,21,Txèquia,6
2024-01-14,22,Hongria,8
2024-01-14,23,Qatar,7
2024-01-14,25,Noruega,2
2024-01-14,26,Algèria,4
2024-01-15,1,Espanya,251
2024-01-15,2,Itàlia,89
2024-01-15,3,Regne Unit,75
2024-01-15,4,França,64
2024-01-15,5,Alemanya,54
2024-01-15,6,Portugal,27
2024-01-15,7,Països Baixos,33
2024-01-15,8,Suïssa,20
2024-01-15,9,Bèlgica,19
2024-01-15,10,Marroc,19
2024-01-15,11,Estats Units,10
2024-01-15,12,Àustria,12
2024-01-15,13,Irlanda,8
2024-01-15,14,Polònia,10
2024-01-15,15,Turquia,11
2024-01-15,16,Dinamarca,4
2024-01-15,17,Romania,4
2024-01-15,18,Grècia,6
2024-01-15,19,Suècia,8
2024-01-15,20,Emirats Àrabs Units,6
2024-01-15,21,Txèquia,6
2024-01-15,22,Hongria,8
2024-01-15,23,Qatar,6
2024-01-15,25,Noruega,2
2024-01-15,26,Algèria,4
2024-01-16,1,Espanya,225
2024-01-16,2,Itàlia,75
2024-01-16,3,Regne Unit,52
2024-01-16,4,França,43
2024-01-16,5,Alemanya,46
2024-01-16,6,Portugal,23
2024-01-16,7,Països Baixos,24
2024-01-16,8,Suïssa,12
2024-01-16,9,Bèlgica,14
2024-01-16,10,Marroc,14
2024-01-16,11,Estats Units,10
2024-01-16,12,Àustria,8
2024-01-16,13,Irlanda,10
2024-01-16,14,Polònia,14
2024-01-16,15,Turquia,10
2024-01-16,16,Dinamarca,4
2024-01-16,17,Romania,8
2024-01-16,18,Grècia,4
2024-01-16,19,Suècia,2
2024-01-16,20,Emirats Àrabs Units,6
2024-01-16,21,Txèquia,5
2024-01-16,22,Hongria,6
2024-01-16,23,Qatar,6
2024-01-16,25,Noruega,2
2024-01-16,26,Algèria,4
2024-01-17,1,Espanya,228
2024-01-17,2,Itàlia,74
2024-01-17,3,Regne Unit,48
2024-01-17,4,França,48
2024-01-17,5,Alemanya,24
2024-01-17,6,Portugal,27
2024-01-17,7,Països Baixos,22
2024-01-17,8,Suïssa,14
2024-01-17,9,Bèlgica,18
2024-01-17,10,Marroc,15
2024-01-17,11,Estats Units,9
2024-01-17,12,Àustria,6
2024-01-17,13,Irlanda,10
2024-01-17,14,Polònia,12
2024-01-17,15,Turquia,13
2024-01-17,16,Dinamarca,6
2024-01-17,17,Romania,10
2024-01-17,18,Grècia,4
2024-01-17,19,Suècia,5
2024-01-17,20,Emirats Àrabs Units,6
2024-01-17,21,Txèquia,4
2024-01-17,22,Hongria,6
2024-01-17,23,Qatar,6
2024-01-17,26,Algèria,4
2024-01-18,1,Espanya,234
2024-01-18,2,Itàlia,86
2024-01-18,3,Regne Unit,58
2024-01-18,4,França,47
2024-01-18,5,Alemanya,41
2024-01-18,6,Portugal,23
2024-01-18,7,Països Baixos,31
2024-01-18,8,Suïssa,15
2024-01-18,9,Bèlgica,16
2024-01-18,10,Marroc,8
2024-01-18,11,Estats Units,11
2024-01-18,12,Àustria,6
2024-01-18,13,Irlanda,10
2024-01-18,14,Polònia,16
2024-01-18,15,Turquia,9
2024-01-18,16,Dinamarca,4
2024-01-18,17,Romania,6
2024-01-18,18,Grècia,4
2024-01-18,19,Suècia,4
2024-01-18,20,Emirats Àrabs Units,6
2024-01-18,21,Txèquia,7
2024-01-18,22,Hongria,6
2024-01-18,23,Qatar,6
2024-01-18,25,Noruega,4
2024-01-18,26,Algèria,4
2024-01-19,1,Espanya,249
2024-01-19,2,Itàlia,99
2024-01-19,3,Regne Unit,61
2024-01-19,4,França,63
2024-01-19,5,Alemanya,56
2024-01-19,6,Portugal,34
2024-01-19,7,Països Baixos,34
2024-01-19,8,Suïssa,22
2024-01-19,9,Bèlgica,16
2024-01-19,10,Marroc,17
2024-01-19,11,Estats Units,9
2024-01-19,12,Àustria,14
2024-01-19,13,Irlanda,12
2024-01-19,14,Polònia,18
2024-01-19,15,Turquia,11
2024-01-19,16,Dinamarca,8
2024-01-19,17,Romania,2
2024-01-19,18,Grècia,4
2024-01-19,19,Suècia,6
2024-01-19,20,Emirats Àrabs Units,6
2024-01-19,21,Txèquia,6
2024-01-19,22,Hongria,7
2024-01-19,23,Qatar,6
2024-01-19,25,Noruega,2
2024-01-19,26,Algèria,4
2024-01-20,1,Espanya,205
2024-01-20,2,Itàlia,82
2024-01-20,3,Regne Unit,58
2024-01-20,4,França,36
2024-01-20,5,Alemanya,33
2024-01-20,6,Portugal,23
2024-01-20,7,Països Baixos,25
2024-01-20,8,Suïssa,16
2024-01-20,9,Bèlgica,8
2024-01-20,10,Marroc,21
2024-01-20,11,Estats Units,10
2024-01-20,12,Àustria,10
2024-01-20,13,Irlanda,10
2024-01-20,14,Polònia,12
2024-01-20,15,Turquia,9
2024-01-20,16,Dinamarca,2
2024-01-20,17,Romania,8
2024-01-20,18,Grècia,4
2024-01-20,19,Suècia,2
2024-01-20,20,Emirats Àrabs Units,6
2024-01-20,21,Txèquia,4
2024-01-20,22,Hongria,8
2024-01-20,23,Qatar,6
2024-01-20,26,Algèria,3
2024-01-21,1,Espanya,230
2024-01-21,2,Itàlia,89
2024-01-21,3,Regne Unit,58
2024-01-21,4,França,62
2024-01-21,5,Alemanya,49
2024-01-21,6,Portugal,30
2024-01-21,7,Països Baixos,34
2024-01-21,8,Suïssa,20
2024-01-21,9,Bèlgica,14
2024-01-21,10,Marroc,16
2024-01-21,11,Estats Units,11
2024-01-21,12,Àustria,10
2024-01-21,13,Irlanda,10
2024-01-21,14,Polònia,14
2024-01-21,15,Turquia,13
2024-01-21,16,Dinamarca,12
2024-01-21,17,Romania,12
2024-01-21,18,Grècia,6
2024-01-21,19,Suècia,4
2024-01-21,20,Emirats Àrabs Units,7
2024-01-21,21,Txèquia,6
2024-01-21,22,Hongria,8
2024-01-21,23,Qatar,6
2024-01-21,25,Noruega,2
2024-01-21,26,Algèria,4
2024-01-22,1,Espanya,248
2024-01-22,2,Itàlia,90
2024-01-22,3,Regne Unit,72
2024-01-22,4,França,65
2024-01-22,5,Alemanya,50
2024-01-22,6,Portugal,33
2024-01-22,7,Països Baixos,33
2024-01-22,8,Suïssa,19
2024-01-22,9,Bèlgica,16
2024-01-22,10,Marroc,20
2024-01-22,11,Estats Units,11
2024-01-22,12,Àustria,12
2024-01-22,13,Irlanda,10
2024-01-22,14,Polònia,14
2024-01-22,15,Turquia,13
2024-01-22,16,Dinamarca,4
2024-01-22,17,Romania,4
2024-01-22,18,Grècia,6
2024-01-22,19,Suècia,6
2024-01-22,20,Emirats Àrabs Units,7
2024-01-22,21,Txèquia,6
2024-01-22,22,Hongria,8
2024-01-22,23,Qatar,6
2024-01-22,25,Noruega,2
2024-01-22,26,Algèria,4
2024-01-23,1,Espanya,228
2024-01-23,2,Itàlia,81
2024-01-23,3,Regne Unit,52
2024-01-23,4,França,40
2024-01-23,5,Alemanya,48
2024-01-23,6,Portugal,24
2024-01-23,7,Països Baixos,22
2024-01-23,8,Suïssa,12
2024-01-23,9,Bèlgica,18
2024-01-23,10,Marroc,12
2024-01-23,11,Estats Units,10
2024-01-23,12,Àustria,8
2024-01-23,13,Irlanda,10
2024-01-23,14,Polònia,12
2024-01-23,15,Turquia,9
2024-01-23,16,Dinamarca,2
2024-01-23,17,Romania,6
2024-01-23,18,Grècia,4
2024-01-23,19,Suècia,2
2024-01-23,20,Emirats Àrabs Units,7
2024-01-23,21,Txèquia,5
2024-01-23,22,Hongria,4
2024-01-23,23,Qatar,6
2024-01-23,25,Noruega,2
2024-01-23,26,Algèria,4
2024-01-24,1,Espanya,233
2024-01-24,2,Itàlia,77
2024-01-24,3,Regne Unit,50
2024-01-24,4,França,47
2024-01-24,5,Alemanya,34
2024-01-24,6,Portugal,26
2024-01-24,7,Països Baixos,22
2024-01-24,8,Suïssa,14
2024-01-24,9,Bèlgica,16
2024-01-24,10,Marroc,14
2024-01-24,11,Estats Units,8
2024-01-24,12,Àustria,6
2024-01-24,13,Irlanda,10
2024-01-24,14,Polònia,16
2024-01-24,15,Turquia,15
2024-01-24,16,Dinamarca,6
2024-01-24,17,Romania,8
2024-01-24,18,Grècia,4
2024-01-24,19,Suècia,4
2024-01-24,20,Emirats Àrabs Units,6
2024-01-24,21,Txèquia,6
2024-01-24,22,Hongria,6
2024-01-24,23,Qatar,6
2024-01-24,26,Algèria,4
2024-01-25,1,Espanya,237
2024-01-25,2,Itàlia,85
2024-01-25,3,Regne Unit,59
2024-01-25,4,França,48
2024-01-25,5,Alemanya,42
2024-01-25,6,Portugal,24
2024-01-25,7,Països Baixos,32
2024-01-25,8,Suïssa,21
2024-01-25,9,Bèlgica,16
2024-01-25,10,Marroc,12
2024-01-25,11,Estats Units,12
2024-01-25,12,Àustria,6
2024-01-25,13,Irlanda,10
2024-01-25,14,Polònia,17
2024-01-25,15,Turquia,10
2024-01-25,16,Dinamarca,4
2024-01-25,17,Romania,6
2024-01-25,18,Grècia,4
2024-01-25,19,Suècia,4
2024-01-25,20,Emirats Àrabs Units,6
2024-01-25,21,Txèquia,7
2024-01-25,22,Hongria,6
2024-01-25,23,Qatar,6
2024-01-25,25,Noruega,4
2024-01-25,26,Algèria,4
2024-01-26,1,Espanya,249
2024-01-26,2,Itàlia,97
2024-01-26,3,Regne Unit,75
2024-01-26,4,França,60
2024-01-26,5,Alemanya,56
2024-01-26,6,Portugal,38
2024-01-26,7,Països Baixos,33
2024-01-26,8,Suïssa,20
2024-01-26,9,Bèlgica,18
2024-01-26,10,Marroc,18
2024-01-26,11,Estats Units,9
2024-01-26,12,Àustria,16
2024-01-26,13,Irlanda,13
2024-01-26,14,Polònia,18
2024-01-26,15,Turquia,11
2024-01-26,16,Dinamarca,8
2024-01-26,17,Romania,4
2024-01-26,18,Grècia,5
2024-01-26,19,Suècia,6
2024-01-26,20,Emirats Àrabs Units,6
2024-01-26,21,Txèquia,6
2024-01-26,22,Hongria,6
2024-01-26,23,Qatar,6
2024-01-26,25,Noruega,2
2024-01-26,26,Algèria,4
2024-01-27,1,Espanya,206
2024-01-27,2,Itàlia,84
2024-01-27,3,Regne Unit,56
2024-01-27,4,França,42
2024-01-27,5,Alemanya,35
2024-01-27,6,Portugal,26
2024-01-27,7,Països Baixos,26
2024-01-27,8,Suïssa,16
2024-01-27,9,Bèlgica,12
2024-01-27,10,Marroc,22
2024-01-27,11,Estats Units,10
2024-01-27,12,Àustria,10
2024-01-27,13,Irlanda,10
2024-01-27,14,Polònia,12
2024-01-27,15,Turquia,9
2024-01-27,16,Dinamarca,2
2024-01-27,17,Romania,6
2024-01-27,18,Grècia,4
2024-01-27,19,Suècia,2
2024-01-27,20,Emirats Àrabs Units,6
2024-01-27,21,Txèquia,4
2024-01-27,22,Hongria,6
2024-01-27,23,Qatar,6
2024-01-27,26,Algèria,4
2024-01-28,1,Espanya,232
2024-01-28,2,Itàlia,84
2024-01-28,3,Regne Unit,75
2024-01-28,4,França,65
2024-01-28,5,Alemanya,54
2024-01-28,6,Portugal,33
2024-01-28,7,Països Baixos,34
2024-01-28,8,Suïssa,20
2024-01-28,9,Bèlgica,14
2024-01-28,10,Marroc,15
2024-01-28,11,Estats Units,11
2024-01-28,12,Àustria,11
2024-01-28,13,Irlanda,18
2024-01-28,14,Polònia,14
2024-01-28,15,Turquia,14
2024-01-28,16,Dinamarca,12
2024-01-28,17,Romania,10
2024-01-28,18,Grècia,4
2024-01-28,19,Suècia,4
2024-01-28,20,Emirats Àrabs Units,6
2024-01-28,21,Txèquia,6
2024-01-28,22,Hongria,8
2024-01-28,23,Qatar,6
2024-01-28,25,Noruega,2
2024-01-28,26,Algèria,4
2024-01-29,1,Espanya,248
2024-01-29,2,Itàlia,90
2024-01-29,3,Regne Unit,77
2024-01-29,4,França,67
2024-01-29,5,Alemanya,58
2024-01-29,6,Portugal,30
2024-01-29,7,Països Baixos,34
2024-01-29,8,Suïssa,20
2024-01-29,9,Bèlgica,22
2024-01-29,10,Marroc,19
2024-01-29,11,Estats Units,11
2024-01-29,12,Àustria,12
2024-01-29,13,Irlanda,8
2024-01-29,14,Polònia,14
2024-01-29,15,Turquia,11
2024-01-29,16,Dinamarca,6
2024-01-29,17,Romania,4
2024-01-29,18,Grècia,7
2024-01-29,19,Suècia,8
2024-01-29,20,Emirats Àrabs Units,6
2024-01-29,21,Txèquia,6
2024-01-29,22,Hongria,8
2024-01-29,23,Qatar,6
2024-01-29,25,Noruega,2
2024-01-29,26,Algèria,4
2024-01-30,1,Espanya,225
2024-01-30,2,Itàlia,78
2024-01-30,3,Regne Unit,55
2024-01-30,4,França,42
2024-01-30,5,Alemanya,50
2024-01-30,6,Portugal,29
2024-01-30,7,Països Baixos,26
2024-01-30,8,Suïssa,16
2024-01-30,9,Bèlgica,16
2024-01-30,10,Marroc,13
2024-01-30,11,Estats Units,10
2024-01-30,12,Àustria,8
2024-01-30,13,Irlanda,10
2024-01-30,14,Polònia,12
2024-01-30,15,Turquia,8
2024-01-30,16,Dinamarca,4
2024-01-30,17,Romania,7
2024-01-30,18,Grècia,4
2024-01-30,19,Suècia,2
2024-01-30,20,Emirats Àrabs Units,6
2024-01-30,21,Txèquia,4
2024-01-30,22,Hongria,4
2024-01-30,23,Qatar,6
2024-01-30,25,Noruega,2
2024-01-30,26,Algèria,4
2024-01-31,1,Espanya,226
2024-01-31,2,Itàlia,78
2024-01-31,3,Regne Unit,61
2024-01-31,4,França,46
2024-01-31,5,Alemanya,45
2024-01-31,6,Portugal,31
2024-01-31,7,Països Baixos,26
2024-01-31,8,Suïssa,19
2024-01-31,9,Bèlgica,19
2024-01-31,10,Marroc,16
2024-01-31,11,Estats Units,9
2024-01-31,12,Àustria,8
2024-01-31,13,Irlanda,8
2024-01-31,14,Polònia,14
2024-01-31,15,Turquia,11
2024-01-31,16,Dinamarca,6
2024-01-31,17,Romania,8
2024-01-31,18,Grècia,4
2024-01-31,19,Suècia,3
2024-01-31,20,Emirats Àrabs Units,6
2024-01-31,21,Txèquia,6
2024-01-31,22,Hongria,7
2024-01-31,23,Qatar,6
2024-01-31,25,Noruega,2
2024-01-31,26,Algèria,4
2024-02-01,1,Espanya,246
2024-02-01,2,Itàlia,87
2024-02-01,3,Regne Unit,68
2024-02-01,4,França,55
2024-02-01,5,Alemanya,50
2024-02-01,6,Portugal,32
2024-02-01,7,Països Baixos,32
2024-02-01,8,Suïssa,22
2024-02-01,9,Bèlgica,18
2024-02-01,10,Marroc,10
2024-02-01,11,Estats Units,11
2024-02-01,12,Àustria,8
2024-02-01,13,Irlanda,11
2024-02-01,14,Polònia,16
2024-02-01,15,Turquia,10
2024-02-01,16,Dinamarca,8
2024-02-01,17,Romania,6
2024-02-01,18,Grècia,6
2024-02-01,19,Suècia,4
2024-02-01,20,Emirats Àrabs Units,6
2024-02-01,21,Txèquia,6
2024-02-01,22,Hongria,6
2024-02-01,23,Qatar,6
2024-02-01,25,Noruega,3
2024-02-01,26,Algèria,4
2024-02-02,1,Espanya,258
2024-02-02,2,Itàlia,100
2024-02-02,3,Regne Unit,75
2024-02-02,4,França,69
2024-02-02,5,Alemanya,62
2024-02-02,6,Portugal,42
2024-02-02,7,Països Baixos,34
2024-02-02,8,Suïssa,20
2024-02-02,9,Bèlgica,19
2024-02-02,10,Marroc,18
2024-02-02,11,Estats Units,11
2024-02-02,12,Àustria,14
2024-02-02,13,Irlanda,12
2024-02-02,14,Polònia,18
2024-02-02,15,Turquia,11
2024-02-02,16,Dinamarca,7
2024-02-02,17,Romania,4
2024-02-02,18,Grècia,4
2024-02-02,19,Suècia,6
2024-02-02,20,Emirats Àrabs Units,6
2024-02-02,21,Txèquia,6
2024-02-02,22,Hongria,6
2024-02-02,23,Qatar,6
2024-02-02,25,Noruega,2
2024-02-02,26,Algèria,4
2024-02-03,1,Espanya,209
2024-02-03,2,Itàlia,82
2024-02-03,3,Regne Unit,65
2024-02-03,4,França,43
2024-02-03,5,Alemanya,44
2024-02-03,6,Portugal,33
2024-02-03,7,Països Baixos,24
2024-02-03,8,Suïssa,16
2024-02-03,9,Bèlgica,14
2024-02-03,10,Marroc,20
2024-02-03,11,Estats Units,10
2024-02-03,12,Àustria,10
2024-02-03,13,Irlanda,10
2024-02-03,14,Polònia,13
2024-02-03,15,Turquia,10
2024-02-03,16,Dinamarca,4
2024-02-03,17,Romania,6
2024-02-03,18,Grècia,8
